2025-06-20 02:27:43,342 - result - CRITICAL - LLM: gpt-4o-mini
2025-06-20 02:27:43,342 - result - CRITICAL - Mode: Solo
2025-06-20 02:27:43,342 - result - CRITICAL - Datapoints: 500

2025-06-20 02:27:43,343 - result - CRITICAL - ESSAY SET 1:

2025-06-20 02:31:14,495 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
781   the mood created by the author in the memoir w...      2       3     1
443   "The @CAPS1 created by the author of the memoi...      4       5     1
788   "The mood in the memoir ""Narciso Rodriguez"" ...      3       5     2


2025-06-20 03:18:16,173 - result - CRITICAL - ESSAY SET 6:

2025-06-20 03:25:14,756 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
959   "When attempting to allow dirigibles to dock o...      3       7     4
40    "In attempting to allow dirigibles to dock on ...      3       6     3
1055  "Some of the obstacles facing the builders was...      2       5     3
1008  "They get good idea to make that building, but...      0       2     2
383   "Most of the obsticles the builders of the Emp...      2       3     1
248   "The obstacles the builders of the @ORGANIZATI...      4       5     1
234   "In the excerp ""The Mooring Mast"", by @ORGAN...      3       4     1
572   "The builders of the Empire State building fac...      3       6     3
585   "One problem that the builders has was that th...      3       5     2
972   "In ""The Mooring Mast"" by Marcia Amidon @CAP...      2       4     2
796   The builders faced many obstacles in trying to...      2       5     3
1074  "Based on the excerpt ""The Mooring mast"" by ...      1       3     2
36    "The builders of the Empire State Building's m...      3       7     4
634   "Based on the excerpt, the obstacles the build...      4       6     2
787   "Besides The facts That docking dirigibles on ...      3       4     1
397   "During the Building of the Mast, the builders...      3       5     2
410   "In the excerpt ""THE MOORING MAST"" by Marcia...      3       4     1
103   "On @DATE1, The Empire State Building was anno...      3       5     2
377   "There were many obstacles that the builders o...      4       6     2
267   "In the excerpt ""The Mooring Mast"" by Marcia...      2       4     2
1007  "The builders faced multiple obsticles in atte...      3       6     3
304   "The builders of the Empire State Building fac...      3       5     2
673   "The architects of the Empire State Building f...      4       7     3
912   "When building the Empire State Building, the ...      3       5     2
854   "In The Mooring Mast by Marcia Amidon Lüsted, ...      2       4     2
1073  "The weight was an obstacle they faced. ""A th...      4       5     1
424   "In the excerpt ""The Mooring Mast"" by Marcia...      1       4     3
681   "There were many obstacles the builders of the...      3       5     2
632   "The Empire State Building was built with grea...      2       4     2
1071  "The builders of the Empire State building fac...      4       6     2
518   "In the excerpt ""The Mooring Mast"" written b...      4       6     2
172   "In @DATE1, the Empire State Building was cons...      3       5     2
444   "The dirigibles were not able to dock on the m...      2       5     3
536   "When building the empire state Building, the ...      3       5     2
1012  "There were many obstacles the builders of the...      2       4     2
731   "The builders of the Empire State Building fac...      3       6     3
143   "During the attemp in building a docking stati...      4       5     1
1017  "The dream of the aviation pioneers of docking...      3       6     3
37    "In order for the Empire State Building to doc...      4       7     3
387   "In the excerpt ""The Mooring Mast"" by Marcia...      3       5     2
336   "The Mooring Mast by @ORGANIZATION1, the build...      3       5     2
935   "Obstacles the builders haded to face with the...      1       3     2
77    The obstacles the builders of the Empire State...      3       4     1
834   "When building the Empire State Building, the ...      3       6     3
954   "The builders of the Empire State Building fac...      3       6     3
841   "Although the builders tried hard to make thei...      3       7     4
611   "In the excerpt ""The Mooring Mast"" by Marcia...      4       6     2
848   "The Mooring Mast by @ORGANIZATION2 outlines t...      4       7     3
42    "The task of trying to allow dirigibles to doc...      3       5     2
89    "The plan to allow dirigibles to dock on the E...      4       5     1
465   "The builders of the Empire State building fac...      3       5     2
648   "There were many obstacles that the builders f...      3       5     2
452   "Some of the obstacles the builders of the Emp...      2       5     3
159   "In the excerpt 'The Mooring Mast' by @ORGANIZ...      2       4     2
579   "From the excerpt ""The Mooring Mast"" by @ORG...      3       5     2
391   "Although high expectations were concieved for...      4       7     3
638   "There are many obstacles the builders of the ...      3       6     3
907   "In the excerp ""The Mooring Mast"" by @ORGANI...      3       5     2
670   "Dirigibles had a top speed of Eighty milles p...      2       2     0
314   "As the builder's dream for the Empire State b...      2       6     4
38    "I've been to the Empire state building before...      3       3     0
743   "The Empire state building faced several major...      2       4     2
749   "There were obstacles the builders of the Empi...      3       5     2
736   "Based on the excerpt ""The Mooring Mast"", by...      4       7     3
108   "The empire State building builders faced a co...      1       0    -1
612   "Based on the excerpt given, the idea for allo...      3       5     2
320   "In the passage The Mooring Mast by Marcia Ami...      3       4     1
870   "When designing the mooring mast on top of the...      3       5     2
902   "In the excerpt ""The Mooring Mast,"" by Marci...      2       5     3
